"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","UNIT","COUNTRY_UPDATE_DATE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","LATEST_ACTUAL_ANNUAL_DATA","HISTORICAL_DATA_SOURCE","BASE_YEAR","START_END_MONTHS_OF_REPORTING_YEAR","CHAIN_WEIGHTED","BASIS_OF_PROJECTIONS","VALUATION","PRICES_SECTOR_HARMONIZED_PRICES","LABOR_SECTOR_EMPLOYMENT_TYPE","FISCAL_SECTOR_GENERAL_GOVERNMENT_COMPOSITION","FISCAL_SECTOR_VALUATION_OF_DEBT","FISCAL_SECTOR_INSTRUMENTS_INCLUDED_IN_GROSS_AND_NET_DEBT","TRADE_SECTOR_OIL_COVERAGE","PRIMARY_DOMESTIC_CURRENCY","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031"
"IMF.RES:WEO(9.0.0)","MOZ.NGDPD.A","OBS_VALUE","Mozambique, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","US dollar","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","Data prior to 1992 cannot be confirmed by national sources at this time. Historical data source: Instituto Nacional de Estadistica (INE). Base year: Annual NA has been rebased to 2019. Quarterly NA is still with base 2014.","2023","National Statistics Office","2019","January/December","No","","","","","","","","","Mozambican metical","4.615","3.585","3.662","3.280","3.417","4.516","5.301","2.395","2.105","2.199","3.529","3.855","2.799","2.883","2.958","3.062","4.030","4.874","5.551","6.285","5.931","5.650","5.951","6.584","7.937","8.868","9.510","10.811","12.920","12.264","11.412","14.619","16.688","17.198","17.978","16.209","12.069","13.265","15.017","15.513","14.235","16.168","18.884","20.921","22.745","22.338","23.275","24.650","25.695","27.043","30.902","35.570"
"IMF.RES:WEO(9.0.0)","MOZ.PPPEX.A","OBS_VALUE","Mozambique, Republic of","Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021","Annual","Units","","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","","","","","","","","","","","","","","","0.070","0.048","0.053","0.058","0.066","0.085","0.094","0.257","0.368","0.522","0.938","1.432","1.929","2.694","3.963","5.878","8.591","9.336","9.800","10.527","11.490","12.898","13.949","14.177","14.606","15.200","15.846","16.575","17.100","17.245","18.340","18.392","18.629","18.793","18.672","19.807","22.006","23.344","23.551","23.379","22.756","22.907","23.342","23.650","24.569","23.654","24.148","25.001","25.860","26.707","27.519","28.335"
"IMF.RES:WEO(9.0.0)","MAR.PCPIE.A","OBS_VALUE","Morocco","All Items, Consumer price index (CPI), End-of-period (EoP)","Annual","Units","Index","9/11/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Component weights have changed since 2006. Additionally, since 2018, the HCP has been publishing a general price index based on a more detailed basket of goods than that which is available through the data releases. Hence, the component weights are reverse-engineered so that the index calculated based on the broad price categories published on the HCP website is broadly in line with the HCP published general index. This leads to some historical discrepancies.","2024","National Statistics Office","2017","","","","","No","","","","","","Moroccan dirham","27.054","30.633","32.688","36.786","39.560","43.304","45.201","46.284","46.999","49.634","53.379","57.744","59.993","63.562","67.180","69.967","72.705","73.805","75.443","76.128","77.399","78.719","79.844","81.261","81.701","83.413","86.151","87.862","91.578","90.100","92.100","92.900","95.300","95.700","97.300","97.900","99.600","101.200","101.400","102.500","102.200","105.500","114.300","118.200","119.000","118.700","121.036","122.872","125.348","127.904","130.473","133.057"
"IMF.RES:WEO(9.0.0)","NER.TXG_RPCH.A","OBS_VALUE","Niger","Exports of goods, Volume, Free on board (FOB), Percent change","Annual","Units","Percent","8/21/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Trade system: General trade. Excluded items in trade: In transit; Low valued; Re-imports. Valuation of exports: Free on board (FOB). Valuation of imports: Cost, insurance, freight (CIF).","2024","Central Bank","2015","","No","","","","","","","","Primary or unrefined products; Secondary or refined products","CFA franc","20.000","19.300","-16.400","-10.700","-3.200","-5.900","-2.700","6.900","-6.200","-4.400","-5.800","-5.200","9.700","-7.488","-6.495","15.600","28.417","-5.436","15.017","-12.349","11.595","-4.326","-5.810","2.533","0.332","11.208","5.688","9.770","7.711","24.311","19.455","3.260","8.749","12.202","-7.396","-10.549","-5.737","12.241","-5.790","-2.797","-0.811","-8.779","-11.187","-13.621","39.057","94.380","9.639","29.869","-1.531","2.606","1.806","12.070"
"IMF.RES:WEO(9.0.0)","MAR.PCPI.A","OBS_VALUE","Morocco","All Items, Consumer price index (CPI), Period average","Annual","Units","Index","9/11/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Component weights have changed since 2006. Additionally, since 2018, the HCP has been publishing a general price index based on a more detailed basket of goods than that which is available through the data releases. Hence, the component weights are reverse-engineered so that the index calculated based on the broad price categories published on the HCP website is broadly in line with the HCP published general index. This leads to some historical discrepancies.","2024","National Statistics Office","2017","","","","","No","","","","","","Moroccan dirham","26.454","29.759","32.892","34.934","39.282","42.318","46.014","47.256","48.375","49.893","52.900","57.100","60.400","63.600","66.800","71.000","73.000","73.800","75.800","76.400","77.800","78.300","80.500","81.400","82.600","83.500","86.200","87.900","91.200","91.000","91.900","92.800","94.000","95.700","96.200","97.700","99.200","100.000","101.600","101.800","102.500","103.900","110.800","117.600","118.700","119.600","121.168","123.163","125.583","128.144","130.728","133.321"
"IMF.RES:WEO(9.0.0)","MAR.PCPIEPCH.A","OBS_VALUE","Morocco","All Items, Consumer price index (CPI), End-of-period (EoP), percent change","Annual","Units","Percent","9/11/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Component weights have changed since 2006. Additionally, since 2018, the HCP has been publishing a general price index based on a more detailed basket of goods than that which is available through the data releases. Hence, the component weights are reverse-engineered so that the index calculated based on the broad price categories published on the HCP website is broadly in line with the HCP published general index. This leads to some historical discrepancies.","2024","National Statistics Office","2017","","","","","No","","","","","","Moroccan dirham","9.689","13.227","6.710","12.538","7.540","9.464","4.380","2.398","1.543","5.608","7.543","8.177","3.895","5.949","5.692","4.148","3.913","1.513","2.219","0.907","1.670","1.706","1.429","1.776","0.542","2.095","3.283","1.986","4.229","-1.614","2.220","0.869","2.583","0.420","1.672","0.617","1.736","1.606","0.198","1.085","-0.293","3.229","8.341","3.412","0.677","-0.252","1.968","1.517","2.015","2.040","2.009","1.980"
"IMF.RES:WEO(9.0.0)","MAR.NGDP_D.A","OBS_VALUE","Morocco","Gross domestic product (GDP), Price deflator, Index","Annual","Units","Index","9/11/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","","2024","National Statistics Office","2014","January/December","Yes, from 2007","","","","","","","","","Moroccan dirham","34.023","37.326","40.023","42.953","46.650","50.577","55.795","57.983","61.069","63.488","66.969","70.366","74.208","76.663","76.538","83.119","82.682","83.655","83.406","84.341","83.979","84.345","85.203","85.821","86.863","88.165","89.375","93.333","97.561","97.705","98.658","97.976","98.338","99.624","100.000","103.173","104.174","104.110","105.088","105.946","106.097","108.660","111.488","119.350","124.083","126.468","128.759","131.205","133.717","136.258","138.892","141.508"
"IMF.RES:WEO(9.0.0)","MOZ.NGDPPC.A","OBS_VALUE","Mozambique, Republic of","Gross domestic product (GDP), Current prices, Per capita, Domestic currency","Annual","Units","Domestic currency","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","Data prior to 1992 cannot be confirmed by national sources at this time. Historical data source: Instituto Nacional de Estadistica (INE). Base year: Annual NA has been rebased to 2019. Quarterly NA is still with base 2014.","2023","National Statistics Office","2019","January/December","No","","","","","","","","","Mozambican metical","13.849","10.616","11.346","10.594","11.475","15.277","16.764","54.212","87.198","136.349","253.347","414.915","510.141","777.262","1195.005","1784.441","2851.738","3431.079","3920.377","4656.297","5098.712","6419.698","7509.108","8099.437","9001.962","9979.347","11459.002","12890.135","14094.299","14740.605","16469.324","17568.868","19044.292","20254.999","21443.426","23965.497","27345.703","29439.869","30789.279","32038.235","31716.448","32996.840","36571.023","39429.656","41698.440","39949.197","41035.253","43417.254","45421.241","47937.776","54956.547","63485.982"
"IMF.RES:WEO(9.0.0)","MOZ.TMG_RPCH.A","OBS_VALUE","Mozambique, Republic of","Imports of goods, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","Percent","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Methodology used to derive volumes: Deflation by unit value indexes (from customs data). Formula used to derive volumes: Trade change (percent)=(Trade value(t)/Trade value(t-1))/(Trade price(t)/Trade price(t-1))-1. Trade system: General trade. Excluded items in trade: Consistent with BPM 6. Oil coverage: Consistent with BPM 6. Valuation of exports: Free on board (FOB). Valuation of imports: Cost, insurance, freight (CIF).","2023","Central Bank","2005","","No","","","","","","","","Other","Mozambican metical","22.100","1.779","11.217","-23.348","-14.085","-19.046","28.654","7.591","15.148","5.063","4.077","2.429","-4.019","14.974","4.018","-33.401","3.202","3.080","17.636","46.168","-10.829","-3.571","50.986","4.384","0.350","9.101","10.293","-3.058","9.628","7.074","-7.310","35.380","47.757","18.772","-1.375","2.931","-33.502","5.102","10.795","11.164","-8.095","7.691","47.560","-25.908","-7.952","6.654","3.099","4.407","0.769","1.835","1.448","-1.500"
"IMF.RES:WEO(9.0.0)","NER.GGXONLB_NGDP.A","OBS_VALUE","Niger","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","Percent","8/21/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 1986","Instruments included in gross and net debt: Loans and government deposits at Central Bank.","2024","Ministry of Finance or Treasury","","January/December","","Fiscal projections are based on discussions with authorities.","Accrual","","","Central Government","Nominal value","Loans","","CFA franc","","","","","","","","","","","","","","","","-1.266","1.012","-1.146","-0.995","-3.007","-1.468","-1.168","-1.037","-1.290","-2.352","-1.088","31.243","-0.488","1.280","-3.759","-0.831","-1.946","-0.604","-1.704","-5.825","-6.283","-3.780","-3.393","-2.058","-2.571","-3.771","-4.967","-5.533","-3.990","-2.461","-1.601","-1.961","-1.137","-1.165","-1.438","-1.525","-1.608"
"IMF.RES:WEO(9.0.0)","MOZ.PPPGDP.A","OBS_VALUE","Mozambique, Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","","","","","","","","","","","","","","","2.294","2.636","2.606","2.283","2.211","2.304","2.296","2.699","3.024","3.346","3.506","3.862","3.651","4.147","4.508","4.700","5.298","6.026","6.726","7.627","7.860","9.069","10.101","11.044","12.271","13.455","15.244","16.855","18.361","19.570","21.131","23.106","25.417","27.549","30.187","32.720","34.582","36.130","38.467","41.503","43.455","46.206","51.655","56.514","59.162","60.521","62.578","65.699","68.236","71.583","81.720","94.043"
"IMF.RES:WEO(9.0.0)","MOZ.GGX_NGDP.A","OBS_VALUE","Mozambique, Republic of","Expenditure, General government, Percent of GDP","Annual","Units","Percent","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","Basis of recording: Mix accrual and cash basis. Valuation of debt: Authorities report on stock of debt on a nominal basis. Data for the DSA are calculated discounting maturities over the relevant period Instruments included in gross and net debt: OT's BT's, other financing , leasing and captures State-owned Enterprises debt not previously reported.","2023","Ministry of Finance or Treasury","","January/December","","Fiscal projections assume an increase in non-LNG revenues and continued improvement in revenue administration over the medium term. Primary spending is expected to gradually decline in the medium term due to a wage bill reform.","Other","","","Central Government; State Government; Local Government","Nominal value","","","Mozambican metical","14.213","23.816","27.045","35.338","30.873","21.047","24.230","22.882","27.047","27.049","20.965","17.331","21.059","20.655","22.938","18.755","14.880","16.546","14.945","15.609","17.194","20.768","18.617","18.607","17.768","16.983","20.140","20.921","21.295","25.691","26.618","28.900","28.115","31.712","39.733","32.166","28.738","28.591","31.167","28.004","33.858","32.122","32.898","33.332","33.301","30.269","32.933","33.132","34.299","35.452","38.042","37.817"
"IMF.RES:WEO(9.0.0)","NER.GGXWDG.A","OBS_VALUE","Niger","Gross debt, General government, Domestic currency","Annual","Billions","Domestic currency","8/21/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 1986","Instruments included in gross and net debt: Loans and government deposits at Central Bank.","2024","Ministry of Finance or Treasury","","January/December","","Fiscal projections are based on discussions with authorities.","Accrual","","","Central Government","Nominal value","Loans","","CFA franc","","","","","","","","","","","","","","","","794.605","778.703","920.433","952.798","986.224","1302.933","1322.943","1328.614","1188.939","1087.952","1139.626","452.998","487.791","460.063","549.487","584.277","608.457","870.667","985.689","1180.721","1710.025","2014.061","2371.030","2633.062","3011.038","3557.613","4246.012","4875.509","5279.622","5749.336","5754.163","6277.214","6743.182","7257.280","7825.322","8431.684","9082.954"
"IMF.RES:WEO(9.0.0)","NGA.NGDP_D.A","OBS_VALUE","Nigeria","Gross domestic product (GDP), Price deflator, Index","Annual","Units","Index","9/26/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","Nigeria released revised and rebased national accounts data, with 2019 as the new base year. This replaces the 2010 benchmark and aligns national accounts statistics with updated international standards, including the 2008 SNA, BPM6 and the GFSM 2014. The rebasing entailed broader sectoral and data coverage capturing previously unrecorded activities such as the digital economy, parts of the informal economy (particularly in the agriculture sector), pension and health insurance schemes, social insurance trust funds, household firms, quarrying and other minerals and modular oil refining. Adding to dedicated sectoral studies, the rebasing drew on more comprehensive data coverage of household and informal sector activity, including from the National Business Sample Census and the Survey of Establishments, the National Agricultural Sample Census and Survey, and the 2019 and 2023 Nigeria Living Standards Surveys. The rebasing exercise resulted in an upward revision of the nominal GDP by 40.8 percent in 2019.","2024","National Statistics Office","2019","January/December","No","","","","","","","","","Nigerian naira","","","","","","","","","","","1.281","1.537","2.295","3.128","4.368","7.042","8.833","9.341","10.172","11.703","14.414","15.936","19.372","20.765","24.484","29.417","35.475","38.053","42.127","43.971","49.502","54.210","59.235","62.715","65.639","67.518","73.962","82.186","90.592","100.000","111.252","125.311","135.395","150.064","171.198","194.922","224.555","251.223","277.404","304.663","333.768","365.194"
"IMF.RES:WEO(9.0.0)","NGA.NGDPRPPPPC.A","OBS_VALUE","Nigeria","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","Annual","Units","","9/26/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","Nigeria released revised and rebased national accounts data, with 2019 as the new base year. This replaces the 2010 benchmark and aligns national accounts statistics with updated international standards, including the 2008 SNA, BPM6 and the GFSM 2014. The rebasing entailed broader sectoral and data coverage capturing previously unrecorded activities such as the digital economy, parts of the informal economy (particularly in the agriculture sector), pension and health insurance schemes, social insurance trust funds, household firms, quarrying and other minerals and modular oil refining. Adding to dedicated sectoral studies, the rebasing drew on more comprehensive data coverage of household and informal sector activity, including from the National Business Sample Census and the Survey of Establishments, the National Agricultural Sample Census and Survey, and the 2019 and 2023 Nigeria Living Standards Surveys. The rebasing exercise resulted in an upward revision of the nominal GDP by 40.8 percent in 2019.","2024","National Statistics Office","2019","January/December","No","","","","","","","","","Nigerian naira","","","","","","","","","","","5010.929","4841.622","4807.184","4743.814","4620.800","4573.515","4623.569","4621.787","4602.478","4494.991","4608.229","4775.735","5317.629","5657.429","6070.578","6311.386","6544.425","6823.718","7107.053","7481.842","8087.605","8248.422","8366.052","8581.208","8884.774","8892.058","8534.693","8396.785","8362.623","8361.787","7664.211","7588.479","7752.262","7843.004","7994.038","8143.462","8299.232","8479.571","8648.004","8828.484","9008.414","9191.598"
"IMF.RES:WEO(9.0.0)","NER.GGXONLB.A","OBS_VALUE","Niger","Primary net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","Domestic currency","8/21/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 1986","Instruments included in gross and net debt: Loans and government deposits at Central Bank.","2024","Ministry of Finance or Treasury","","January/December","","Fiscal projections are based on discussions with authorities.","Accrual","","","Central Government","Nominal value","Loans","","CFA franc","","","","","","","","","","","","","","","","-14.501","12.410","-15.260","-15.470","-46.810","-23.292","-20.877","-19.964","-25.300","-46.491","-25.067","774.112","-13.361","41.565","-129.627","-32.187","-80.295","-28.993","-85.911","-311.398","-359.695","-231.925","-220.371","-146.441","-194.544","-298.355","-410.806","-532.323","-406.728","-296.355","-203.080","-270.785","-170.585","-189.008","-252.233","-289.397","-329.841"
"IMF.RES:WEO(9.0.0)","MOZ.GGXCNL.A","OBS_VALUE","Mozambique, Republic of","Net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","Domestic currency","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","Basis of recording: Mix accrual and cash basis. Valuation of debt: Authorities report on stock of debt on a nominal basis. Data for the DSA are calculated discounting maturities over the relevant period Instruments included in gross and net debt: OT's BT's, other financing , leasing and captures State-owned Enterprises debt not previously reported.","2023","Ministry of Finance or Treasury","","January/December","","Fiscal projections assume an increase in non-LNG revenues and continued improvement in revenue administration over the medium term. Primary spending is expected to gradually decline in the medium term due to a wage bill reform.","Other","","","Central Government; State Government; Local Government","Nominal value","","","Mozambican metical","-0.002","-0.009","-0.005","-0.021","-0.019","-0.019","-0.026","-0.050","-0.072","-0.074","-0.145","-0.111","-0.130","-0.283","-0.715","-0.679","-0.944","-1.018","-0.709","-0.252","-1.138","-5.187","-4.741","-4.126","-5.678","-4.210","-7.328","-6.121","-5.958","-14.668","-13.191","-18.425","-16.334","-12.754","-54.976","-42.479","-38.538","-16.752","-51.647","16.536","-61.234","-55.384","-62.927","-56.909","-90.577","-56.788","-97.906","-119.283","-147.357","-180.106","-220.110","-292.113"
"IMF.RES:WEO(9.0.0)","MOZ.PCPIE.A","OBS_VALUE","Mozambique, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)","Annual","Units","Index","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","February 2025 is latest actual. We are have replaced CPI with National CPI, as before it used to be Maputo only CPI - Backward inflation for Maputo has been applied to the historical period. Authorities report CPI index as average Jan-Dec 2023=100. Historical data source: Instituto Nacional de Estadistica (INE).","2024","National Statistics Office","2023","","","","","No","","","","","","Mozambican metical","0.038","0.042","0.052","0.067","0.087","0.117","0.165","0.472","0.714","0.916","1.348","1.823","2.816","4.045","6.332","9.912","11.829","12.562","12.442","13.216","14.727","17.958","19.595","22.302","24.325","27.036","29.570","33.280","37.220","38.050","44.700","47.440","48.400","50.110","51.070","56.470","70.210","72.840","75.420","78.350","81.800","87.800","97.340","101.510","105.720","109.140","115.143","120.900","126.945","133.292","139.957","146.955"
"IMF.RES:WEO(9.0.0)","SEN.GGR.A","OBS_VALUE","Senegal","Revenue, General government, Domestic currency","Annual","Billions","Domestic currency","9/12/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","","2024","Ministry of Finance or Treasury","","January/December","","Based on WAEMU convergence criteria and DSA considerations. Fiscal accounts are shown in accordance with the 2001 GFS methodology.","Cash","","","Central Government","Nominal value","","","CFA franc","","","","","","","","","","","","","","","574.500","506.700","525.300","515.000","541.900","568.426","630.490","680.200","763.369","841.753","974.000","1068.395","1076.710","1297.700","1308.500","1325.468","1416.750","1538.543","1694.000","1659.000","1877.159","2026.436","2334.646","2376.789","2425.450","2788.828","2819.822","3045.236","3468.888","3859.750","4005.206","4585.569","5038.384","5321.830","5718.224","6071.685","6459.450","6904.580"
"IMF.RES:WEO(9.0.0)","SYC.NGDP.A","OBS_VALUE","Seychelles","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","Domestic currency","9/18/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","Estimates compiled in current and constant prices by the Production approach using the UN international Standard Industrial Classification (ISIC) Rev4 classification of industry, customized to meet Seychelles requirements. GDP has been compiled using the Expenditure approach in current prices only.","2024","National Statistics Office","2014","January/December","No","","","","","","","","","Seychelles rupee","0.942","0.972","0.968","0.993","1.068","1.205","1.284","1.396","1.528","1.721","1.967","1.980","2.221","2.456","2.459","2.420","2.500","2.830","3.201","3.328","3.513","3.645","3.822","3.811","4.616","5.055","5.610","6.926","9.147","11.533","11.705","12.609","14.519","16.015","17.688","19.070","20.891","22.865","24.821","26.224","24.356","25.164","28.544","30.441","32.381","34.134","35.373","37.303","39.007","40.862","42.841","45.138"
"IMF.RES:WEO(9.0.0)","SYC.LP.A","OBS_VALUE","Seychelles","Population, Persons for countries / Index for country groups","Annual","Millions","","9/18/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","2024","National Statistics Office","","","","","","","","","","","","Seychelles rupee","0.063","0.064","0.064","0.064","0.065","0.065","0.066","0.068","0.069","0.069","0.070","0.070","0.071","0.072","0.074","0.075","0.076","0.077","0.079","0.080","0.081","0.081","0.083","0.083","0.082","0.083","0.085","0.087","0.088","0.089","0.090","0.092","0.094","0.097","0.099","0.102","0.104","0.106","0.109","0.111","0.114","0.116","0.119","0.121","0.124","0.125","0.127","0.129","0.131","0.133","0.135","0.137"
"IMF.RES:WEO(9.0.0)","SYC.PCPIE.A","OBS_VALUE","Seychelles","All Items, Consumer price index (CPI), End-of-period (EoP)","Annual","Units","Index","9/18/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Classification used for presentation of indices is the international Classification of Individual Consumption by Purpose 1999 (COICOP 1999).","2025","National Statistics Office","2014","","","","","No","","","","","","Seychelles rupee","","","28.154","29.221","29.478","29.919","30.613","31.026","31.617","32.769","33.743","34.427","34.713","35.041","35.516","35.239","35.187","35.981","37.609","39.978","42.435","43.715","44.480","46.084","46.914","46.185","46.284","54.035","88.213","85.974","86.306","91.063","96.342","99.636","100.158","103.330","103.087","106.692","110.300","112.166","116.411","125.553","128.724","125.240","127.380","127.110","131.050","133.099","136.001","139.294","142.780","146.349"
"IMF.RES:WEO(9.0.0)","SLE.TMG_RPCH.A","OBS_VALUE","Sierra Leone","Imports of goods, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","Percent","9/25/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Methodology used to derive volumes: Deflation by survey-based price indexes. Trade system: General trade. Excluded items in trade: In transit. Valuation of exports: Free on board (FOB). Valuation of imports: Cost, insurance, freight (CIF).","2024","Central Bank","2005","","No","","","","","","","","Secondary or refined products","Sierra Leonean leone","0.000","-15.188","-29.006","-23.974","-19.878","4.531","24.041","18.534","-28.907","28.052","13.419","-15.368","-2.112","44.102","-1.590","-18.941","34.577","-61.377","16.371","-4.699","53.149","27.674","51.058","6.452","-21.056","18.682","-5.625","-6.522","7.255","48.395","35.048","117.020","-6.731","-17.820","6.790","-5.206","-22.955","19.356","-14.952","12.385","7.879","21.173","-5.078","13.411","2.472","-0.982","2.912","2.220","1.880","1.911","3.058","0.812"
"IMF.RES:WEO(9.0.0)","SEN.NGDPPC.A","OBS_VALUE","Senegal","Gross domestic product (GDP), Current prices, Per capita, Domestic currency","Annual","Units","Domestic currency","9/12/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","","2024","National Statistics Office","2014","January/December","No","","","","","","","","","CFA franc","162257.038","184204.462","212069.170","213203.509","231555.382","253046.025","267720.933","271155.490","257839.172","264187.968","254880.330","252338.587","246311.980","241424.998","311443.003","346084.971","361597.981","375067.507","402692.803","424060.425","435877.649","474917.044","472635.024","482376.658","491567.659","523403.117","536913.215","573120.569","626161.426","615584.812","629172.159","644090.570","672800.780","677959.079","689609.757","720834.519","752551.803","790681.374","809879.374","841455.228","843256.034","887078.887","980416.863","1025202.396","1066503.729","1124411.857","1142739.416","1161483.223","1187812.757","1213393.488","1256568.145","1304978.930"
"IMF.RES:WEO(9.0.0)","SLE.PPPGDP.A","OBS_VALUE","Sierra Leone","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","","9/25/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","","","","","","","","","","","","","","","4.804","5.357","5.790","5.922","6.240","6.003","6.132","6.434","6.798","7.414","7.815","7.434","6.870","7.037","7.438","6.833","5.233","4.387","4.399","4.099","4.351","5.258","6.751","7.593","8.406","9.253","9.976","10.629","11.250","11.468","12.777","13.968","15.188","16.903","17.090","16.717","17.665","18.690","19.948","20.908","21.516","23.065","26.018","28.521","30.484","32.721","35.190","37.646","40.040","42.608","45.379","48.261"
"IMF.RES:WEO(9.0.0)","SOM.NGDPDPC.A","OBS_VALUE","Somalia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","US dollar","9/19/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","","2024","National Statistics Office","2022","January/December","No","","","","","","","","","US dollar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","437.510","481.924","514.688","531.556","558.643","606.778","563.115","602.186","583.956","624.408","653.449","683.343","737.011","763.802","812.860","866.857","915.739","968.171","1019.356","1098.478"
"IMF.RES:WEO(9.0.0)","SYC.PPPPC.A","OBS_VALUE","Seychelles","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Units","","9/18/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","","","","","","","","","","","","","","","4231.462","4398.429","4546.661","4701.280","5050.697","5700.337","5822.999","5998.070","6515.993","7423.521","8234.974","8632.770","9419.525","10133.645","9832.230","9939.832","10971.632","12375.659","12575.202","12739.188","13461.154","13439.877","13560.276","13004.796","13021.952","14573.182","16096.055","17824.095","17579.264","17292.105","18345.485","19369.627","19965.637","21066.153","21894.681","23489.018","25958.549","27606.267","28495.450","29976.348","26836.044","25543.003","29454.806","31516.039","32749.226","34856.884","35854.777","37546.079","38838.240","40234.605","41711.902","43235.918"
"IMF.RES:WEO(9.0.0)","SYC.NGDPPC.A","OBS_VALUE","Seychelles","Gross domestic product (GDP), Current prices, Per capita, Domestic currency","Annual","Units","Domestic currency","9/18/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","Estimates compiled in current and constant prices by the Production approach using the UN international Standard Industrial Classification (ISIC) Rev4 classification of industry, customized to meet Seychelles requirements. GDP has been compiled using the Expenditure approach in current prices only.","2024","National Statistics Office","2014","January/December","No","","","","","","","","","Seychelles rupee","14889.109","15177.637","15031.127","15433.279","16504.164","18467.599","19555.383","20378.363","22224.000","24881.808","28300.747","28110.848","31389.285","33986.132","33143.319","32137.735","32717.851","36596.438","40601.933","41391.618","43304.039","44886.825","46207.222","46040.758","55971.623","61013.228","66315.883","79943.003","104342.243","130043.997","130117.035","137197.473","153984.059","165599.448","178421.507","187752.762","200822.349","214705.204","227780.560","235312.570","213750.233","215999.530","240063.577","251160.067","262116.886","272114.114","277765.940","288568.113","297303.139","306906.787","317127.181","329351.192"
